Movie Title,url,imdb_id
Vivah,https://www.imdb.com/title/tt0494290,0494290
Son of Sardaar,https://www.imdb.com/title/tt2178508,2178508
Jagga Jasoos,https://www.imdb.com/title/tt4129428,4129428
Hichki,https://www.imdb.com/title/tt6588966,6588966
Ladies vs Ricky Bahl,https://www.imdb.com/title/tt1954598,1954598
The Dirty Picture,https://www.imdb.com/title/tt1954206,1954206
Yuva,https://www.imdb.com/title/tt8338762,8338762
Maqbool,https://www.imdb.com/title/tt0379370,0379370
Phantom (2015),https://www.imdb.com/title/tt3469244,3469244
Salaam Bombay!,https://www.imdb.com/title/tt0096028,0096028
Mother India,https://www.imdb.com/title/tt0050188,0050188
Agneepath (1990),https://www.imdb.com/title/tt0098999,0098999
Koyla,https://www.imdb.com/title/tt0136352,0136352
Baaghi 2,https://www.imdb.com/title/tt6843812,6843812
Shaitan ,https://www.imdb.com/title/tt1836912,1836912
Jaan-E-Mann,https://www.imdb.com/title/tt0456481,0456481
Bol Bachchan,https://www.imdb.com/title/tt1728986,1728986
Ajnabee (2001),https://www.imdb.com/title/tt0278291,0278291
Himmatwala (2013),https://www.imdb.com/title/tt2344678,2344678
Heropanti,https://www.imdb.com/title/tt3142232,3142232
Judwaa 2,https://www.imdb.com/title/tt5456546,5456546
Manikarnika: The Queen of Jhansi,https://www.imdb.com/title/tt6903440,6903440
Mom ,https://www.imdb.com/title/tt2660806,2660806
Golmaal Again,https://www.imdb.com/title/tt1806913,1806913
MSG: The Warrior Lion Heart,https://www.imdb.com/title/tt6040012,6040012
Chandni Chowk to China,https://www.imdb.com/title/tt1091229,1091229
Sachin: A Billion Dreams,https://www.imdb.com/title/tt4640206,4640206
Humshakals,https://www.imdb.com/title/tt3036740,3036740
Mission Mangal,https://www.imdb.com/title/tt9248972,9248972
Mohra,https://www.imdb.com/title/tt0110546,0110546
Awara Paagal Deewana,https://www.imdb.com/title/tt0319020,0319020
I Hate Luv Storys,https://www.imdb.com/title/tt1667838,1667838
Bhoothnath,https://www.imdb.com/title/tt0991346,0991346
Chup Chup Ke,https://www.imdb.com/title/tt0464160,0464160
Khoobsurat (2014),https://www.imdb.com/title/tt3554418,3554418
Singh Is Bliing,https://www.imdb.com/title/tt3696192,3696192
Saawariya,https://www.imdb.com/title/tt0758053,0758053
Main Tera Hero,https://www.imdb.com/title/tt2762334,2762334
Entertainment (2014),https://www.imdb.com/title/tt3343784,3343784
Socha Na Tha,https://www.imdb.com/title/tt0451919,0451919
Raju Ban Gaya Gentleman,https://www.imdb.com/title/tt0173102,0173102
Shubh Mangal Saavdhan,https://www.imdb.com/title/tt6971752,6971752
Veer (2010),https://www.imdb.com/title/tt1185412,1185412
Sarkar Raj,https://www.imdb.com/title/tt0490210,0490210
Roy ,https://www.imdb.com/title/tt2976182,2976182
Singham Returns,https://www.imdb.com/title/tt2309764,2309764
Agent Vinod (2012),https://www.imdb.com/title/tt1395025,1395025
Guide ,https://www.imdb.com/title/tt0059246,0059246
Dedh Ishqiya,https://www.imdb.com/title/tt2675978,2675978
Rocky Handsome,https://www.imdb.com/title/tt3410408,3410408
Shamitabh,https://www.imdb.com/title/tt3836958,3836958
Force (2011),https://www.imdb.com/title/tt1992138,1992138
Duplicate (1998),https://www.imdb.com/title/tt0164550,0164550
Befikre,https://www.imdb.com/title/tt5108476,5108476
Mughal-e-Azam,https://www.imdb.com/title/tt0054098,0054098
Page 3 ,https://www.imdb.com/title/tt0443708,0443708
Delhi-6,https://www.imdb.com/title/tt1043451,1043451
Raja Hindustani,https://www.imdb.com/title/tt0117437,0117437
Golmaal Returns,https://www.imdb.com/title/tt1092005,1092005
Aag (2007),https://www.imdb.com/title/tt2654166,2654166
De Dana Dan,https://www.imdb.com/title/tt1255951,1255951
Dhadkan,https://www.imdb.com/title/tt0255111,0255111
Saathiya ,https://www.imdb.com/title/tt0330843,0330843
Phir Bhi Dil Hai Hindustani,https://www.imdb.com/title/tt0222270,0222270
Amar Akbar Anthony,https://www.imdb.com/title/tt0075669,0075669
Chillar Party,https://www.imdb.com/title/tt1841542,1841542
Love per Square Foot,https://www.imdb.com/title/tt7853242,7853242
Rehnaa Hai Terre Dil Mein,https://www.imdb.com/title/tt0299108,0299108
Salaam Namaste,https://www.imdb.com/title/tt0456165,0456165
Ishaqzaade,https://www.imdb.com/title/tt2308773,2308773
Once Upon ay Time in Mumbai Dobaara!,https://www.imdb.com/title/tt1891884,1891884
Baaghi (2016),https://www.imdb.com/title/tt4864932,4864932
Ek Main Aur Ekk Tu,https://www.imdb.com/title/tt1703958,1703958
Hum Tumhare Hain Sanam,https://www.imdb.com/title/tt0222024,0222024
Manorama Six Feet Under,https://www.imdb.com/title/tt0920464,0920464
Ek Hasina Thi ,https://www.imdb.com/title/tt0352314,0352314
Hum Saath-Saath Hain,https://www.imdb.com/title/tt0216817,0216817
Viceroy's House ,https://www.imdb.com/title/tt4977530,4977530
Mission Kashmir,https://www.imdb.com/title/tt0248185,0248185
Dishoom,https://www.imdb.com/title/tt3679060,3679060
Murder 2,https://www.imdb.com/title/tt1918965,1918965
Finding Fanny,https://www.imdb.com/title/tt3142688,3142688
Awarapan,https://www.imdb.com/title/tt1020937,1020937
Sui Dhaaga,https://www.imdb.com/title/tt7147540,7147540
Ship of Theseus ,https://www.imdb.com/title/tt1773764,1773764
No Smoking (2007),https://www.imdb.com/title/tt0995740,0995740
Matru Ki Bijlee Ka Mandola,https://www.imdb.com/title/tt2106537,2106537
Hulchul (2004),https://www.imdb.com/title/tt0437238,0437238
Bunty Aur Babli,https://www.imdb.com/title/tt0448206,0448206
Manmarziyaan,https://www.imdb.com/title/tt5474036,5474036
Shuddh Desi Romance,https://www.imdb.com/title/tt2988272,2988272
Anjaana Anjaani,https://www.imdb.com/title/tt1499201,1499201
Deewana (1992),https://www.imdb.com/title/tt0126871,0126871
Saajan,https://www.imdb.com/title/tt0102825,0102825
Dasvidaniya,https://www.imdb.com/title/tt1288638,1288638
Baar Baar Dekho,https://www.imdb.com/title/tt5197544,5197544
Lipstick Under My Burkha,https://www.imdb.com/title/tt4807830,4807830
Half Girlfriend ,https://www.imdb.com/title/tt5474042,5474042
Batla House,https://www.imdb.com/title/tt8869978,8869978
Mr. & Mrs. Khiladi,https://www.imdb.com/title/tt0162480,0162480
The Accidental Prime Minister ,https://www.imdb.com/title/tt6986710,6986710
Anjaam,https://www.imdb.com/title/tt0109134,0109134
The Tashkent Files,https://www.imdb.com/title/tt8108268,8108268
